Deformation[in],Force[kip]
-0.713755311,-89.1789237
-0.705204049,79.02749018
-0.705204049,77.30053613
-0.702531779,75.28609661
-0.705204049,-74.38359524
-0.705204049,-78.31721281
-0.710548587,-79.85296352
-0.705204049,-83.3061912
-0.705204049,-85.03314526
-0.705204049,-86.76009931
-0.694514971,74.42364024
-0.694514971,71.54538348
-0.694514971,56.92383913
-0.694514971,-90.59641412
-0.683825894,-88.10056405
-0.673136817,79.60722417
-0.673136817,77.88027011
-0.673136817,76.15331606
-0.670464547,-74.09134671
-0.673136817,-77.73747883
-0.673136817,-79.2725491
-0.673136817,-83.30210857
-0.673136817,-85.02906262
-0.673136817,-86.75601668
-0.662447739,74.71554855
-0.662447739,71.83729179
-0.65977547,58.16591239
-0.662447739,-90.20856392
-0.651758662,-88.48024898
-0.641069585,79.6113068
-0.641069585,77.88435275
-0.641069585,76.15739869
-0.641069585,-49.83829107
-0.646414123,-52.21353334
-0.646414123,-53.65266172
-0.651758662,-55.09247054
-0.651758662,-56.8194246
-0.651758662,-58.54637866
-0.651758662,-60.27333271
-0.651758662,-62.00028677
-0.651758662,-63.72724083
-0.641069585,-65.64471779
-0.643741854,-68.04360531
-0.641069585,-73.51195294
-0.641069585,-77.54151241
-0.641069585,-79.26846647
-0.641069585,-83.29802593
-0.641069585,-85.02497999
-0.641069585,-86.75193405
-0.630380507,74.71963119
-0.630380507,72.1292001
-0.630380507,59.27298656
-0.627708238,-43.93616361
-0.635725046,-45.88000759
-0.635725046,-47.60696164
-0.630380507,-90.0125975
-0.61969143,-40.40927842
-0.630380507,-42.42541903
-0.617019161,-88.54778255
-0.609002353,79.61538944
-0.609002353,77.88843538
-0.606864537,75.70123242
-0.609002353,-35.80270672
-0.614346891,-38.10599257
-0.609002353,-65.92846083
-0.609002353,-67.84729868
-0.606330083,-73.50753009
-0.611674622,-78.40124702
-0.606864537,-83.52393166
-0.609002353,-85.78843249
-0.609002353,-87.17958993
-0.598313275,72.22922463
-0.598313275,60.23648812
-0.59617546,-31.36855826
-0.603657814,-33.78724655
-0.585486383,-27.79815899
-0.598313275,-29.18135529
-0.587624198,-89.52744453
-0.574797305,79.38948371
-0.576935121,77.12498288
-0.57960739,75.44565955
-0.576935121,-23.27820717
-0.576935121,-25.24501596
-0.576935121,-66.40408766
-0.576935121,-67.74727415
-0.57960739,-73.21630222
-0.574797305,-77.93603091
-0.576935121,-82.71420931
