Deformation[in],Force[kip]
0.686879021,-30.54824627
0.696370536,-203.3422314
0.694472233,-277.1396625
0.648912959,-284.3394119
0.686879021,-304.1387227
0.686879021,-313.1384094
0.705862052,202.5436399
0.705862052,189.9440785
0.724845083,-119.3451553
0.734336598,-192.092623
0.686879021,-212.3419181
0.724845083,257.4417289
0.724845083,246.6421048
0.724845083,235.8424808
0.724845083,225.0428567
0.724845083,214.2432326
0.77230266,-177.2431399
0.800777206,325.839348
0.800777206,315.0397239
0.800777206,304.2400999
0.800777206,293.4404758
0.781794175,282.6408517
0.800777206,270.6412694
0.800777206,27.04974876
0.800777206,-30.54824627
0.781794175,-107.9455521
0.810268722,-167.3434845
0.808370418,-269.5799257
0.762811144,-277.1396625
0.800777206,-305.93866
0.84633648,-149.344111
0.800777206,-188.9427326
0.87670933,-98.34588626
0.886200845,-134.9446123
0.914675392,329.4392227
0.914675392,318.6395986
0.914675392,307.8399745
0.914675392,293.4404758
0.905183876,268.241353
0.914675392,27.04974876
0.914675392,-30.54824627
0.924166907,-119.6451448
0.87670933,-160.1437351
0.914675392,-263.3401429
0.922268604,-301.2588229
0.87670933,-309.5385347
0.933658422,253.8418542
0.952641453,-87.24627263
0.952641453,-107.345573
0.914675392,-149.344111
0.977952161,240.6423137
0.971624484,-130.4447689
1.028573577,329.4392227
1.028573577,318.6395986
1.028573577,307.8399745
1.028573577,297.0403505
1.028573577,273.0411859
1.028573577,27.64972788
1.038065092,-31.44821494
1.036166789,-55.7473691
1.028573577,-70.14686785
1.028573577,-80.94649192
1.028573577,-98.0458967
0.990607515,-120.5451135
1.028573577,-253.740477
1.036166789,-297.6589482
0.990607515,-305.93866
1.041228931,227.4427731
1.079194993,-40.14791211
1.08552267,215.1432013
1.112098913,-17.58869739
1.142471762,329.4392227
1.142471762,318.6395986
1.142471762,307.8399745
1.142471762,297.0403505
1.142471762,273.641165
1.142471762,204.6435668
1.150064975,28.84968611
1.150064975,9.050375314
1.142471762,-57.09732211
1.104505701,-66.54699317
1.104505701,-75.54667989
1.142471762,-242.9408529
1.142471762,-289.7392239
1.142471762,-298.7389106
1.161454793,194.4439218
1.180437824,-33.54814184
1.180437824,-46.14770326
1.225997098,55.84874628
1.218403886,41.44924752
1.199420855,-12.54887282
1.218403886,-25.74841335
1.256369948,329.4392227
1.256369948,318.6395986
1.256369948,307.8399745
1.256369948,298.2403087
1.256369948,273.0411859
1.218403886,189.0441098
1.237386917,179.1444544
1.26396316,79.60791923
1.256369948,66.64837035
1.256369948,27.04974876
1.23105924,11.45029177
1.248776735,-231.7812414
1.26396316,-287.2193116
1.218403886,-295.1390359
1.303827525,169.6947833
1.303827525,116.1466473
1.29433601,103.8470755
1.29433601,93.0474514
1.29433601,-43.7477868
1.341793587,157.5452063
1.332302071,144.6456553
1.332302071,133.8460312
1.332302071,124.2463654
1.31331904,54.9487776
1.29433601,41.44924752
1.332302071,-32.94816273
1.339895284,-218.1017176
1.377861346,327.9992728
1.370268133,313.8397657
1.370268133,303.0401416
1.370268133,296.1403818
1.370268133,270.0412903
1.379759649,197.1438278
1.370268133,184.2442769
1.351285102,78.34796309
1.332302071,66.64837035
1.370268133,28.24970699
1.379759649,-206.9421061
1.377861346,-280.0195623
1.332302071,-289.7392239
1.415827407,230.0826812
1.408234195,215.4431908
1.408234195,205.2435459
1.41772571,174.644611
1.415827407,112.3667789
1.370268133,99.04724255
1.370268133,88.24761848
1.446200257,257.4417289
1.446200257,246.6421048
1.427217226,160.2451123
1.427217226,150.3454569
1.408234195,138.6458641
1.408234195,127.8462401
1.446200257,-28.14832981
1.455691772,-194.3425446
1.484166319,333.0390974
1.484166319,322.2394733
1.484166319,311.4398492
1.484166319,300.6402252
1.484166319,289.8406011
1.484166319,279.040977
1.493657834,266.4414156
1.471510965,190.244068
1.484166319,27.64972788
1.493657834,-182.1929676
1.446200257,-205.1421687
1.493657834,-272.1898348
1.465183288,-281.6395059
1.484166319,235.8424808
1.484166319,225.0428567
1.484166319,214.2432326
1.484166319,203.4436085
1.484166319,106.2469919
1.503149349,96.34733653
1.547443088,85.84770202
1.560098442,-15.69876318
1.52213238,-21.54855955
1.569589958,-165.9935315
1.598064504,333.0390974
1.598064504,322.2394733
1.588572989,309.6399119
1.560098442,27.04974876
1.560098442,16.25012469
1.560098442,7.250437969
1.598064504,-152.9439857
1.560098442,-176.3431712
1.605657716,-263.8201261
1.560098442,-275.3397252
1.610719858,72.64816149
1.643623778,-139.2644619
1.655013597,60.34858964
1.673996628,-14.94878928
1.68158984,-120.185126
1.711962689,333.0390974
1.711962689,322.2394733
1.711962689,311.4398492
1.692979658,52.24887159
1.721454205,-107.0455834
1.719555902,-253.740477
1.673996628,-264.5401011
1.73094572,42.34921619
1.757521964,-91.38612852
1.787894813,-13.74883105
1.787894813,-71.9468052
1.825860875,333.0390974
1.825860875,322.2394733
1.825860875,311.4398492
1.806877844,30.64962345
1.833454087,-45.66771997
1.806877844,-57.54730644
1.833454087,-242.9408529
1.787894813,-253.740477
1.871420149,-27.66834652
1.909386211,23.44987407
1.901792998,-12.54887282
1.93975906,333.0390974
1.93975906,322.2394733
1.93975906,312.6398075
1.93975906,8.450396199
1.93975906,-233.0411976
1.901792998,-242.9408529
1.977725122,51.64889247
1.958742091,41.44924752
2.015691184,84.64774379
1.996708153,73.84811972
1.996708153,63.04849566
1.977725122,30.64962345
1.977725122,19.84999938
2.015691184,-12.54887282
2.023284396,-223.5015296
2.061250458,331.5991475
2.053657246,317.4396404
2.015691184,313.2397866
2.063148761,116.5966317
2.034674215,106.2469919
2.034674215,95.44736786
2.034674215,6.350469297
2.09921652,149.4454882
2.091623307,135.6459686
2.053657246,127.8462401
2.091623307,-211.4419494
2.137182582,175.0045985
2.091623307,163.844987
2.129589369,-12.54887282
2.167555431,336.6389721
